0.025000 0.000000 0.000000 
0.075000 0.000000 0.000000 
0.125000 0.000000 0.000000 
0.175000 0.000000 0.000000 
0.225000 0.000000 0.000000 
0.275000 0.000000 0.000000 
0.325000 0.000000 0.000000 
0.375000 0.000000 0.000000 
0.425000 0.033229 0.023894 
0.475000 0.093924 0.026791 
0.525000 0.206081 0.030320 
0.575000 0.362430 0.042513 
0.625000 0.425823 0.030578 
0.675000 0.437908 0.025403 
0.725000 0.486696 0.024702 
0.775000 0.492874 0.022876 
0.825000 0.492938 0.022358 
0.875000 0.505172 0.021351 
0.925000 0.504939 0.020207 
0.975000 0.517186 0.019703 
1.025000 0.511123 0.018758 
1.075000 0.500576 0.017842 
1.125000 0.490207 0.017337 
1.175000 0.497077 0.017693 
1.225000 0.495743 0.017836 
1.275000 0.490619 0.017485 
1.325000 0.480927 0.017297 
1.375000 0.481887 0.017657 
1.425000 0.454971 0.017118 
1.475000 0.473223 0.017685 
1.525000 0.462199 0.017166 
1.575000 0.459250 0.017474 
1.625000 0.466027 0.018007 
1.675000 0.465306 0.018104 
1.725000 0.475514 0.018385 
1.775000 0.449212 0.017686 
1.825000 0.440294 0.017337 
1.875000 0.463515 0.018174 
1.925000 0.460350 0.018371 
1.975000 0.439237 0.017556 
2.025000 0.428584 0.017867 
2.075000 0.451180 0.018798 
2.125000 0.434713 0.018307 
2.175000 0.453502 0.019502 
2.225000 0.440736 0.019164 
2.275000 0.433947 0.019420 
2.325000 0.452901 0.019802 
2.375000 0.428595 0.019252 
2.425000 0.437810 0.020191 
2.475000 0.435114 0.020492 
2.525000 0.407251 0.019481 
2.575000 0.392843 0.019609 
2.625000 0.440876 0.021084 
2.675000 0.421108 0.021157 
2.725000 0.410185 0.021633 
2.775000 0.436923 0.022602 
2.825000 0.419597 0.022051 
2.875000 0.414847 0.022641 
2.925000 0.437808 0.023478 
2.975000 0.421173 0.022894 
3.025000 0.408908 0.022906 
3.075000 0.403878 0.024078 
3.125000 0.395295 0.023288 
3.175000 0.372159 0.022452 
3.225000 0.389184 0.023944 
3.275000 0.406909 0.023439 
3.325000 0.384790 0.024777 
3.375000 0.401114 0.025129 
3.425000 0.389818 0.025610 
3.475000 0.380046 0.024958 
3.525000 0.397067 0.026073 
3.575000 0.338498 0.024194 
3.625000 0.356576 0.025464 
3.675000 0.372767 0.026531 
3.725000 0.380114 0.026734 
3.775000 0.371960 0.027020 
3.825000 0.365562 0.026647 
3.875000 0.357467 0.026500 
3.925000 0.365744 0.027764 
3.975000 0.371766 0.029627 
4.025000 0.348830 0.027957 
4.075000 0.339345 0.027296 
4.125000 0.329036 0.028431 
4.175000 0.324812 0.028022 
4.225000 0.342854 0.028673 
4.275000 0.352210 0.031599 
4.325000 0.297393 0.027751 
4.375000 0.316601 0.030168 
4.425000 0.322707 0.030104 
4.475000 0.312507 0.029732 
4.525000 0.292438 0.027802 
4.575000 0.294127 0.029346 
4.625000 0.305563 0.029196 
4.675000 0.306945 0.031016 
4.725000 0.292497 0.030743 
4.775000 0.330825 0.033218 
4.825000 0.291555 0.031033 
4.875000 0.255260 0.029038 
4.925000 0.249397 0.027335 
4.975000 0.284491 0.032405 
5.025000 0.296833 0.033307 
5.075000 0.279371 0.030548 
5.125000 0.232355 0.029021 
5.175000 0.301362 0.036648 
5.225000 0.254015 0.032003 
5.275000 0.242311 0.034027 
5.325000 0.217544 0.030486 
5.375000 0.234206 0.032781 
5.425000 0.193433 0.029026 
5.475000 0.269499 0.034831 
5.525000 0.187242 0.030757 
5.575000 0.188233 0.029616 
5.625000 0.209209 0.032535 
5.675000 0.192489 0.032828 
5.725000 0.193134 0.031448 
5.775000 0.197119 0.033683 
5.825000 0.170614 0.030766 
5.875000 0.174906 0.027953 
5.925000 0.262884 0.041368 
5.975000 0.149073 0.032619 
6.025000 0.181288 0.035389 
6.075000 0.131983 0.027539 
6.125000 0.161460 0.031253 
6.175000 0.166664 0.038380 
6.225000 0.124325 0.027488 
6.275000 0.141973 0.031635 
6.325000 0.107318 0.024077 
6.375000 0.154321 0.033160 
6.425000 0.162500 0.034361 
6.475000 0.111109 0.031301 
6.525000 0.106557 0.031088 
6.575000 0.086665 0.025056 
6.625000 0.157024 0.038749 
6.675000 0.099998 0.034960 
6.725000 0.078948 0.027335 
6.775000 0.123805 0.036401 
6.825000 0.104478 0.029345 
6.875000 0.057691 0.024222 
6.925000 0.087301 0.027447 
6.975000 0.087383 0.030373 
7.025000 0.034483 0.015685 
7.075000 0.102569 0.031091 
7.125000 0.123705 0.037855 
7.175000 0.103447 0.031369 
7.225000 0.065421 0.025523 
7.275000 0.065788 0.030374 
7.325000 0.039606 0.020191 
7.375000 0.066664 0.026023 
7.425000 0.136360 0.048453 
7.475000 0.062496 0.028809 
7.525000 0.051949 0.026641 
7.575000 0.024692 0.017674 
7.625000 0.023256 0.016634 
7.675000 0.044118 0.026027 
7.725000 0.000000 0.000000 
7.775000 0.018181 0.018345 
7.825000 0.023257 0.016636 
7.875000 0.044777 0.026424 
7.925000 0.049998 0.029579 
7.975000 0.071429 0.033065 
8.025000 0.000000 0.000000 
8.075000 0.015153 0.015267 
8.125000 0.000000 0.000000 
8.175000 0.018182 0.018346 
8.225000 0.047619 0.028140 
8.275000 0.037736 0.027182 
8.325000 0.020000 0.020199 
8.375000 0.019608 0.019800 
8.425000 0.000000 0.000000 
8.475000 0.035712 0.025699 
8.525000 0.018869 0.019046 
8.575000 0.000000 0.000000 
8.625000 0.000000 0.000000 
8.675000 0.021277 0.021502 
8.725000 0.000000 0.000000 
8.775000 0.000000 0.000000 
8.825000 0.000000 0.000000 
8.875000 0.000000 0.000000 
8.925000 0.000000 0.000000 
8.975000 0.000000 0.000000 
9.025000 0.000000 0.000000 
9.075000 0.000000 0.000000 
9.125000 0.000000 0.000000 
9.175000 0.000000 0.000000 
9.225000 0.000000 0.000000 
9.275000 0.000000 0.000000 
9.325000 0.021740 0.021975 
9.375000 0.000000 0.000000 
9.425000 0.000000 0.000000 
9.475000 0.000000 0.000000 
9.525000 0.000000 0.000000 
9.575000 0.000000 0.000000 
9.625000 0.000000 0.000000 
9.675000 0.000000 0.000000 
9.725000 0.000000 0.000000 
9.775000 0.000000 0.000000 
9.825000 0.000000 0.000000 
9.875000 0.000000 0.000000 
9.925000 0.000000 0.000000 
9.975000 0.000000 0.000000 
10.025000 0.000000 0.000000 
10.075000 0.000000 0.000000 
10.125000 0.000000 0.000000 
10.175000 0.000000 0.000000 
10.225000 0.000000 0.000000 
10.275000 0.000000 0.000000 
10.325000 0.000000 0.000000 
10.375000 0.000000 0.000000 
10.425000 0.000000 0.000000 
10.475000 0.000000 0.000000 
10.525000 0.000000 0.000000 
10.575000 0.000000 0.000000 
10.625000 0.000000 0.000000 
10.675000 0.000000 0.000000 
10.725000 0.000000 0.000000 
10.775000 0.000000 0.000000 
10.825000 0.000000 0.000000 
10.875000 0.000000 0.000000 
10.925000 0.000000 0.000000 
10.975000 0.000000 0.000000 
11.025000 0.000000 0.000000 
11.075000 0.000000 0.000000 
11.125000 0.000000 0.000000 
11.175000 0.000000 0.000000 
11.225000 0.000000 0.000000 
11.275000 0.000000 0.000000 
11.325000 0.000000 0.000000 
11.375000 0.000000 0.000000 
11.425000 0.000000 0.000000 
11.475000 0.000000 0.000000 
11.525000 0.000000 0.000000 
11.575000 0.000000 0.000000 
11.625000 0.000000 0.000000 
11.675000 0.000000 0.000000 
11.725000 0.000000 0.000000 
11.775000 0.000000 0.000000 
11.825000 0.000000 0.000000 
11.875000 0.000000 0.000000 
11.925000 0.000000 0.000000 
11.975000 0.000000 0.000000 
12.025000 0.000000 0.000000 
12.075000 0.000000 0.000000 
12.125000 0.000000 0.000000 
12.175000 0.000000 0.000000 
12.225000 0.000000 0.000000 
12.275000 0.000000 0.000000 
12.325000 0.000000 0.000000 
12.375000 0.000000 0.000000 
12.425000 0.000000 0.000000 
12.475000 0.000000 0.000000 
12.525000 0.000000 0.000000 
12.575000 0.000000 0.000000 
12.625000 0.000000 0.000000 
12.675000 0.000000 0.000000 
12.725000 0.000000 0.000000 
12.775000 0.000000 0.000000 
12.825000 0.000000 0.000000 
12.875000 0.000000 0.000000 
12.925000 0.000000 0.000000 
12.975000 0.000000 0.000000 
13.025000 0.000000 0.000000 
13.075000 0.000000 0.000000 
13.125000 0.000000 0.000000 
13.175000 0.000000 0.000000 
13.225000 0.000000 0.000000 
13.275000 0.000000 0.000000 
13.325000 0.000000 0.000000 
13.375000 0.000000 0.000000 
13.425000 0.000000 0.000000 
13.475000 0.000000 0.000000 
13.525000 0.000000 0.000000 
13.575000 0.000000 0.000000 
13.625000 0.000000 0.000000 
13.675000 0.000000 0.000000 
13.725000 0.000000 0.000000 
13.775000 0.000000 0.000000 
13.825000 0.000000 0.000000 
13.875000 0.000000 0.000000 
13.925000 0.000000 0.000000 
13.975000 0.000000 0.000000 
14.025000 0.000000 0.000000 
14.075000 0.000000 0.000000 
14.125000 0.000000 0.000000 
14.175000 0.000000 0.000000 
14.225000 0.000000 0.000000 
14.275000 0.000000 0.000000 
14.325000 0.000000 0.000000 
14.375000 0.000000 0.000000 
14.425000 0.000000 0.000000 
14.475000 0.000000 0.000000 
14.525000 0.000000 0.000000 
14.575000 0.000000 0.000000 
14.625000 0.000000 0.000000 
14.675000 0.000000 0.000000 
14.725000 0.000000 0.000000 
14.775000 0.000000 0.000000 
14.825000 0.000000 0.000000 
14.875000 0.000000 0.000000 
14.925000 0.000000 0.000000 
14.975000 0.000000 0.000000 
15.025000 0.000000 0.000000 
15.075000 0.000000 0.000000 
15.125000 0.000000 0.000000 
15.175000 0.000000 0.000000 
15.225000 0.000000 0.000000 
15.275000 0.000000 0.000000 
15.325000 0.000000 0.000000 
15.375000 0.000000 0.000000 
15.425000 0.000000 0.000000 
15.475000 0.000000 0.000000 
15.525000 0.000000 0.000000 
15.575000 0.000000 0.000000 
15.625000 0.000000 0.000000 
15.675000 0.000000 0.000000 
15.725000 0.000000 0.000000 
15.775000 0.000000 0.000000 
15.825000 0.000000 0.000000 
15.875000 0.000000 0.000000 
15.925000 0.000000 0.000000 
15.975000 0.000000 0.000000 
16.025000 0.000000 0.000000 
16.075000 0.000000 0.000000 
16.125000 0.000000 0.000000 
16.175000 0.000000 0.000000 
16.225000 0.000000 0.000000 
16.275000 0.000000 0.000000 
16.325000 0.000000 0.000000 
16.375000 0.000000 0.000000 
16.425000 0.000000 0.000000 
16.475000 0.000000 0.000000 
16.525000 0.000000 0.000000 
16.575000 0.000000 0.000000 
16.625000 0.000000 0.000000 
16.675000 0.000000 0.000000 
16.725000 0.000000 0.000000 
16.775000 0.000000 0.000000 
16.825000 0.000000 0.000000 
16.875000 0.000000 0.000000 
16.925000 0.000000 0.000000 
16.975000 0.000000 0.000000 
17.025000 0.000000 0.000000 
17.075000 0.000000 0.000000 
17.125000 0.000000 0.000000 
17.175000 0.000000 0.000000 
17.225000 0.000000 0.000000 
17.275000 0.000000 0.000000 
17.325000 0.000000 0.000000 
17.375000 0.000000 0.000000 
17.425000 0.000000 0.000000 
17.475000 0.000000 0.000000 
17.525000 0.000000 0.000000 
17.575000 0.000000 0.000000 
17.625000 0.000000 0.000000 
17.675000 0.000000 0.000000 
17.725000 0.000000 0.000000 
17.775000 0.000000 0.000000 
17.825000 0.000000 0.000000 
17.875000 0.000000 0.000000 
17.925000 0.000000 0.000000 
17.975000 0.000000 0.000000 
18.025000 0.000000 0.000000 
18.075000 0.000000 0.000000 
18.125000 0.000000 0.000000 
18.175000 0.000000 0.000000 
18.225000 0.000000 0.000000 
18.275000 0.000000 0.000000 
18.325000 0.000000 0.000000 
18.375000 0.000000 0.000000 
18.425000 0.000000 0.000000 
18.475000 0.000000 0.000000 
18.525000 0.000000 0.000000 
18.575000 0.000000 0.000000 
18.625000 0.000000 0.000000 
18.675000 0.000000 0.000000 
18.725000 0.000000 0.000000 
18.775000 0.000000 0.000000 
18.825000 0.000000 0.000000 
18.875000 0.000000 0.000000 
18.925000 0.000000 0.000000 
18.975000 0.000000 0.000000 
19.025000 0.000000 0.000000 
19.075000 0.000000 0.000000 
19.125000 0.000000 0.000000 
19.175000 0.000000 0.000000 
19.225000 0.000000 0.000000 
19.275000 0.000000 0.000000 
19.325000 0.000000 0.000000 
19.375000 0.000000 0.000000 
19.425000 0.000000 0.000000 
19.475000 0.000000 0.000000 
19.525000 0.000000 0.000000 
19.575000 0.000000 0.000000 
19.625000 0.000000 0.000000 
19.675000 0.000000 0.000000 
19.725000 0.000000 0.000000 
19.775000 0.000000 0.000000 
19.825000 0.000000 0.000000 
19.875000 0.000000 0.000000 
19.925000 0.000000 0.000000 
19.975000 0.000000 0.000000 
20.025000 0.000000 0.000000 
20.075000 0.000000 0.000000 
20.125000 0.000000 0.000000 
20.175000 0.000000 0.000000 
20.225000 0.000000 0.000000 
20.275000 0.000000 0.000000 
20.325000 0.000000 0.000000 
20.375000 0.000000 0.000000 
20.425000 0.000000 0.000000 
20.475000 0.000000 0.000000 
20.525000 0.000000 0.000000 
20.575000 0.000000 0.000000 
20.625000 0.000000 0.000000 
20.675000 0.000000 0.000000 
20.725000 0.000000 0.000000 
20.775000 0.000000 0.000000 
20.825000 0.000000 0.000000 
20.875000 0.000000 0.000000 
20.925000 0.000000 0.000000 
20.975000 0.000000 0.000000 
21.025000 0.000000 0.000000 
21.075000 0.000000 0.000000 
21.125000 0.000000 0.000000 
21.175000 0.000000 0.000000 
21.225000 0.000000 0.000000 
21.275000 0.000000 0.000000 
21.325000 0.000000 0.000000 
21.375000 0.000000 0.000000 
21.425000 0.000000 0.000000 
21.475000 0.000000 0.000000 
21.525000 0.000000 0.000000 
21.575000 0.000000 0.000000 
21.625000 0.000000 0.000000 
21.675000 0.000000 0.000000 
21.725000 0.000000 0.000000 
21.775000 0.000000 0.000000 
21.825000 0.000000 0.000000 
21.875000 0.000000 0.000000 
21.925000 0.000000 0.000000 
21.975000 0.000000 0.000000 
22.025000 0.000000 0.000000 
22.075000 0.000000 0.000000 
22.125000 0.000000 0.000000 
22.175000 0.000000 0.000000 
22.225000 0.000000 0.000000 
22.275000 0.000000 0.000000 
22.325000 0.000000 0.000000 
22.375000 0.000000 0.000000 
22.425000 0.000000 0.000000 
22.475000 0.000000 0.000000 
22.525000 0.000000 0.000000 
22.575000 0.000000 0.000000 
22.625000 0.000000 0.000000 
22.675000 0.000000 0.000000 
22.725000 0.000000 0.000000 
22.775000 0.000000 0.000000 
22.825000 0.000000 0.000000 
22.875000 0.000000 0.000000 
22.925000 0.000000 0.000000 
22.975000 0.000000 0.000000 
23.025000 0.000000 0.000000 
23.075000 0.000000 0.000000 
23.125000 0.000000 0.000000 
23.175000 0.000000 0.000000 
23.225000 0.000000 0.000000 
23.275000 0.000000 0.000000 
23.325000 0.000000 0.000000 
23.375000 0.000000 0.000000 
23.425000 0.000000 0.000000 
23.475000 0.000000 0.000000 
23.525000 0.000000 0.000000 
23.575000 0.000000 0.000000 
